IMAGE 10514736 967bea4cef6b9bf220d019ed8c06bb424eb33c40ff3e0f13af8eb15de539cb4f
CRC VERIFIED 6762496/10514736 (1885.4s)
CRC VERIFIED 6766592/10514736 (1886.6s)
CRC VERIFIED 6770688/10514736 (1887.8s)
CRC VERIFIED 6774784/10514736 (1889.0s)
CRC VERIFIED 6778880/10514736 (1890.3s)
CRC VERIFIED 6782976/10514736 (1891.5s)
CRC VERIFIED 6787072/10514736 (1892.7s)
CRC VERIFIED 6791168/10514736 (1893.9s)
CRC VERIFIED 6795264/10514736 (1895.1s)
CRC VERIFIED 6799360/10514736 (1896.3s)
CRC VERIFIED 6803456/10514736 (1897.5s)
CRC VERIFIED 6807552/10514736 (1898.8s)
CRC VERIFIED 6811648/10514736 (1900.0s)
CRC VERIFIED 6815744/10514736 (1901.2s)
CRC VERIFIED 6819840/10514736 (1902.4s)
CRC VERIFIED 6823936/10514736 (1903.6s)
CRC VERIFIED 6828032/10514736 (1904.8s)
CRC VERIFIED 6832128/10514736 (1906.0s)
CRC VERIFIED 6836224/10514736 (1907.2s)
CRC VERIFIED 6840320/10514736 (1908.5s)
CRC VERIFIED 6844416/10514736 (1909.7s)
CRC VERIFIED 6848512/10514736 (1910.9s)
CRC VERIFIED 6852608/10514736 (1912.1s)
CRC VERIFIED 6856704/10514736 (1913.3s)
CRC VERIFIED 6860800/10514736 (1914.5s)
CRC VERIFIED 6864896/10514736 (1915.7s)
CRC VERIFIED 6868992/10514736 (1916.9s)
CRC VERIFIED 6873088/10514736 (1918.1s)
CRC VERIFIED 6877184/10514736 (1919.4s)
CRC VERIFIED 6881280/10514736 (1920.6s)
CRC VERIFIED 6885376/10514736 (1921.8s)
CRC VERIFIED 6889472/10514736 (1923.0s)
CRC VERIFIED 6893568/10514736 (1924.2s)
CRC VERIFIED 6897664/10514736 (1925.4s)
CRC VERIFIED 6901760/10514736 (1926.7s)
CRC VERIFIED 6905856/10514736 (1927.9s)
CRC VERIFIED 6909952/10514736 (1929.1s)
CRC VERIFIED 6914048/10514736 (1930.3s)
CRC VERIFIED 6918144/10514736 (1931.5s)
CRC VERIFIED 6922240/10514736 (1932.7s)
CRC VERIFIED 6926336/10514736 (1933.9s)
CRC VERIFIED 6930432/10514736 (1935.1s)
CRC VERIFIED 6934528/10514736 (1936.3s)
CRC VERIFIED 6938624/10514736 (1937.5s)
CRC VERIFIED 6942720/10514736 (1938.7s)
CRC VERIFIED 6946816/10514736 (1939.9s)
CRC VERIFIED 6950912/10514736 (1941.1s)
CRC VERIFIED 6955008/10514736 (1942.3s)
CRC VERIFIED 6959104/10514736 (1943.5s)
CRC VERIFIED 6963200/10514736 (1944.8s)
CRC VERIFIED 6967296/10514736 (1946.0s)
CRC VERIFIED 6971392/10514736 (1947.2s)
CRC VERIFIED 6975488/10514736 (1948.4s)
CRC VERIFIED 6979584/10514736 (1949.6s)
CRC VERIFIED 6983680/10514736 (1950.9s)
CRC VERIFIED 6987776/10514736 (1952.1s)
CRC VERIFIED 6991872/10514736 (1953.3s)
CRC VERIFIED 6995968/10514736 (1954.5s)
CRC VERIFIED 7000064/10514736 (1955.7s)
CRC VERIFIED 7004160/10514736 (1956.9s)
CRC VERIFIED 7008256/10514736 (1958.1s)
CRC VERIFIED 7012352/10514736 (1959.3s)
CRC VERIFIED 7016448/10514736 (1960.6s)
CRC VERIFIED 7020544/10514736 (1961.8s)
CRC VERIFIED 7024640/10514736 (1963.0s)
CRC VERIFIED 7028736/10514736 (1964.2s)
CRC VERIFIED 7032832/10514736 (1965.4s)
CRC VERIFIED 7036928/10514736 (1966.6s)
CRC VERIFIED 7041024/10514736 (1967.8s)
CRC VERIFIED 7045120/10514736 (1969.0s)
CRC VERIFIED 7049216/10514736 (1970.3s)
CRC VERIFIED 7053312/10514736 (1971.5s)
CRC VERIFIED 7057408/10514736 (1972.7s)
CRC VERIFIED 7061504/10514736 (1973.9s)
CRC VERIFIED 7065600/10514736 (1975.2s)
CRC VERIFIED 7069696/10514736 (1976.4s)
CRC VERIFIED 7073792/10514736 (1977.6s)
CRC VERIFIED 7077888/10514736 (1978.8s)
CRC VERIFIED 7081984/10514736 (1980.0s)
CRC VERIFIED 7086080/10514736 (1981.2s)
CRC VERIFIED 7090176/10514736 (1982.4s)
CRC VERIFIED 7094272/10514736 (1983.7s)
CRC VERIFIED 7098368/10514736 (1984.8s)
CRC VERIFIED 7102464/10514736 (1986.1s)
CRC VERIFIED 7106560/10514736 (1987.3s)
CRC VERIFIED 7110656/10514736 (1988.5s)
CRC VERIFIED 7114752/10514736 (1989.7s)
CRC VERIFIED 7118848/10514736 (1990.9s)
CRC VERIFIED 7122944/10514736 (1992.1s)
CRC VERIFIED 7127040/10514736 (1993.4s)
CRC VERIFIED 7131136/10514736 (1994.6s)
CRC VERIFIED 7135232/10514736 (1995.8s)
CRC VERIFIED 7139328/10514736 (1997.0s)
CRC VERIFIED 7143424/10514736 (1998.2s)
CRC VERIFIED 7147520/10514736 (1999.5s)
CRC VERIFIED 7151616/10514736 (2000.7s)
CRC VERIFIED 7155712/10514736 (2001.9s)
CRC VERIFIED 7159808/10514736 (2003.1s)
CRC VERIFIED 7163904/10514736 (2004.3s)
CRC VERIFIED 7168000/10514736 (2005.5s)
CRC VERIFIED 7172096/10514736 (2006.7s)
CRC VERIFIED 7176192/10514736 (2008.0s)
CRC VERIFIED 7180288/10514736 (2009.2s)
CRC VERIFIED 7184384/10514736 (2010.4s)
CRC VERIFIED 7188480/10514736 (2011.6s)
CRC VERIFIED 7192576/10514736 (2012.8s)
CRC VERIFIED 7196672/10514736 (2014.0s)
CRC VERIFIED 7200768/10514736 (2015.2s)
CRC VERIFIED 7204864/10514736 (2016.5s)
CRC VERIFIED 7208960/10514736 (2017.7s)
CRC VERIFIED 7213056/10514736 (2018.9s)
CRC VERIFIED 7217152/10514736 (2020.1s)
CRC VERIFIED 7221248/10514736 (2021.3s)
CRC VERIFIED 7225344/10514736 (2022.6s)
CRC VERIFIED 7229440/10514736 (2023.8s)
CRC VERIFIED 7233536/10514736 (2025.0s)
CRC VERIFIED 7237632/10514736 (2026.2s)
CRC VERIFIED 7241728/10514736 (2027.4s)
CRC VERIFIED 7245824/10514736 (2028.7s)
CRC VERIFIED 7249920/10514736 (2029.9s)
CRC VERIFIED 7254016/10514736 (2031.1s)
CRC VERIFIED 7258112/10514736 (2032.3s)
CRC VERIFIED 7262208/10514736 (2033.5s)
CRC VERIFIED 7266304/10514736 (2034.7s)
CRC VERIFIED 7270400/10514736 (2035.9s)
CRC VERIFIED 7274496/10514736 (2037.1s)
CRC VERIFIED 7278592/10514736 (2038.4s)
CRC VERIFIED 7282688/10514736 (2039.6s)
CRC VERIFIED 7286784/10514736 (2040.8s)
CRC VERIFIED 7290880/10514736 (2042.0s)
CRC VERIFIED 7294976/10514736 (2043.2s)
CRC VERIFIED 7299072/10514736 (2044.4s)
CRC VERIFIED 7303168/10514736 (2045.7s)
CRC VERIFIED 7307264/10514736 (2046.9s)
CRC VERIFIED 7311360/10514736 (2048.1s)
CRC VERIFIED 7315456/10514736 (2049.3s)
CRC VERIFIED 7319552/10514736 (2050.5s)
CRC VERIFIED 7323648/10514736 (2051.7s)
CRC VERIFIED 7327744/10514736 (2052.9s)
CRC VERIFIED 7331840/10514736 (2054.1s)
CRC VERIFIED 7335936/10514736 (2055.3s)
CRC VERIFIED 7340032/10514736 (2056.5s)
CRC VERIFIED 7344128/10514736 (2057.7s)
CRC VERIFIED 7348224/10514736 (2058.9s)
CRC VERIFIED 7352320/10514736 (2060.2s)
CRC VERIFIED 7356416/10514736 (2061.4s)
CRC VERIFIED 7360512/10514736 (2062.6s)
CRC VERIFIED 7364608/10514736 (2063.8s)
CRC VERIFIED 7368704/10514736 (2065.1s)
CRC VERIFIED 7372800/10514736 (2066.3s)
CRC VERIFIED 7376896/10514736 (2067.5s)
CRC VERIFIED 7380992/10514736 (2068.7s)
CRC VERIFIED 7385088/10514736 (2069.9s)
CRC VERIFIED 7389184/10514736 (2071.1s)
CRC VERIFIED 7393280/10514736 (2072.3s)
CRC VERIFIED 7397376/10514736 (2073.6s)
CRC VERIFIED 7401472/10514736 (2074.8s)
CRC VERIFIED 7405568/10514736 (2076.0s)
CRC VERIFIED 7409664/10514736 (2077.2s)
CRC VERIFIED 7413760/10514736 (2078.4s)
CRC VERIFIED 7417856/10514736 (2079.6s)
CRC VERIFIED 7421952/10514736 (2080.8s)
CRC VERIFIED 7426048/10514736 (2082.0s)
CRC VERIFIED 7430144/10514736 (2083.3s)
CRC VERIFIED 7434240/10514736 (2084.5s)
CRC VERIFIED 7438336/10514736 (2085.7s)
CRC VERIFIED 7442432/10514736 (2086.9s)
CRC VERIFIED 7446528/10514736 (2088.1s)
CRC VERIFIED 7450624/10514736 (2089.3s)
CRC VERIFIED 7454720/10514736 (2090.5s)
CRC VERIFIED 7458816/10514736 (2091.8s)
CRC VERIFIED 7462912/10514736 (2093.0s)
CRC VERIFIED 7467008/10514736 (2094.1s)
CRC VERIFIED 7471104/10514736 (2095.3s)
CRC VERIFIED 7475200/10514736 (2096.5s)
CRC VERIFIED 7479296/10514736 (2097.8s)
CRC VERIFIED 7483392/10514736 (2099.0s)
CRC VERIFIED 7487488/10514736 (2100.2s)
CRC VERIFIED 7491584/10514736 (2101.2s)
CRC VERIFIED 7495680/10514736 (2101.3s)
CRC VERIFIED 7499776/10514736 (2101.3s)
CRC VERIFIED 7503872/10514736 (2101.4s)
CRC VERIFIED 7507968/10514736 (2101.4s)
CRC VERIFIED 7512064/10514736 (2101.4s)
CRC VERIFIED 7516160/10514736 (2101.4s)
CRC VERIFIED 7520256/10514736 (2101.4s)
CRC VERIFIED 7524352/10514736 (2101.5s)
CRC VERIFIED 7528448/10514736 (2101.5s)
CRC VERIFIED 7532544/10514736 (2101.5s)
CRC VERIFIED 7536640/10514736 (2101.5s)
CRC VERIFIED 7540736/10514736 (2101.5s)
CRC VERIFIED 7544832/10514736 (2101.5s)
CRC VERIFIED 7548928/10514736 (2101.5s)
CRC VERIFIED 7553024/10514736 (2101.6s)
CRC VERIFIED 7557120/10514736 (2101.6s)
CRC VERIFIED 7561216/10514736 (2101.6s)
CRC VERIFIED 7565312/10514736 (2101.6s)
CRC VERIFIED 7569408/10514736 (2101.6s)
CRC VERIFIED 7573504/10514736 (2101.6s)
CRC VERIFIED 7577600/10514736 (2101.7s)
CRC VERIFIED 7581696/10514736 (2101.7s)
CRC VERIFIED 7585792/10514736 (2101.7s)
CRC VERIFIED 7589888/10514736 (2101.9s)
CRC VERIFIED 7593984/10514736 (2103.1s)
CRC VERIFIED 7598080/10514736 (2104.3s)
CRC VERIFIED 7602176/10514736 (2105.5s)
CRC VERIFIED 7606272/10514736 (2106.7s)
CRC VERIFIED 7610368/10514736 (2107.9s)
CRC VERIFIED 7614464/10514736 (2109.1s)
CRC VERIFIED 7618560/10514736 (2110.3s)
CRC VERIFIED 7622656/10514736 (2111.5s)
CRC VERIFIED 7626752/10514736 (2112.8s)
CRC VERIFIED 7630848/10514736 (2114.0s)
CRC VERIFIED 7634944/10514736 (2115.2s)
CRC VERIFIED 7639040/10514736 (2116.4s)
CRC VERIFIED 7643136/10514736 (2117.6s)
CRC VERIFIED 7647232/10514736 (2118.8s)
CRC VERIFIED 7651328/10514736 (2120.0s)
CRC VERIFIED 7655424/10514736 (2121.3s)
CRC VERIFIED 7659520/10514736 (2122.5s)
CRC VERIFIED 7663616/10514736 (2123.7s)
CRC VERIFIED 7667712/10514736 (2124.9s)
CRC VERIFIED 7671808/10514736 (2126.1s)
CRC VERIFIED 7675904/10514736 (2127.3s)
CRC VERIFIED 7680000/10514736 (2128.5s)
CRC VERIFIED 7684096/10514736 (2129.7s)
CRC VERIFIED 7688192/10514736 (2130.9s)
CRC VERIFIED 7692288/10514736 (2132.1s)
CRC VERIFIED 7696384/10514736 (2133.4s)
CRC VERIFIED 7700480/10514736 (2134.6s)
CRC VERIFIED 7704576/10514736 (2135.8s)
CRC VERIFIED 7708672/10514736 (2137.0s)
CRC VERIFIED 7712768/10514736 (2138.2s)
CRC VERIFIED 7716864/10514736 (2139.5s)
CRC VERIFIED 7720960/10514736 (2140.7s)
CRC VERIFIED 7725056/10514736 (2141.9s)
CRC VERIFIED 7729152/10514736 (2143.1s)
CRC VERIFIED 7733248/10514736 (2144.3s)
CRC VERIFIED 7737344/10514736 (2145.5s)
CRC VERIFIED 7741440/10514736 (2146.7s)
CRC VERIFIED 7745536/10514736 (2148.0s)
CRC VERIFIED 7749632/10514736 (2149.2s)
CRC VERIFIED 7753728/10514736 (2150.4s)
CRC VERIFIED 7757824/10514736 (2151.6s)
CRC VERIFIED 7761920/10514736 (2152.9s)
CRC VERIFIED 7766016/10514736 (2154.1s)
CRC VERIFIED 7770112/10514736 (2155.2s)
CRC VERIFIED 7774208/10514736 (2156.5s)
CRC VERIFIED 7778304/10514736 (2157.7s)
CRC VERIFIED 7782400/10514736 (2158.9s)
CRC VERIFIED 7786496/10514736 (2160.1s)
CRC VERIFIED 7790592/10514736 (2161.3s)
CRC VERIFIED 7794688/10514736 (2162.5s)
CRC VERIFIED 7798784/10514736 (2163.7s)
CRC VERIFIED 7802880/10514736 (2165.0s)
CRC VERIFIED 7806976/10514736 (2166.2s)
CRC VERIFIED 7811072/10514736 (2167.4s)
CRC VERIFIED 7815168/10514736 (2168.6s)
CRC VERIFIED 7819264/10514736 (2169.8s)
CRC VERIFIED 7823360/10514736 (2171.0s)
CRC VERIFIED 7827456/10514736 (2172.2s)
CRC VERIFIED 7831552/10514736 (2173.5s)
CRC VERIFIED 7835648/10514736 (2174.7s)
CRC VERIFIED 7839744/10514736 (2175.9s)
CRC VERIFIED 7843840/10514736 (2177.1s)
CRC VERIFIED 7847936/10514736 (2178.4s)
CRC VERIFIED 7852032/10514736 (2179.6s)
CRC VERIFIED 7856128/10514736 (2180.8s)
CRC VERIFIED 7860224/10514736 (2182.0s)
CRC VERIFIED 7864320/10514736 (2183.2s)
CRC VERIFIED 7868416/10514736 (2184.5s)
CRC VERIFIED 7872512/10514736 (2185.7s)
CRC VERIFIED 7876608/10514736 (2186.9s)
CRC VERIFIED 7880704/10514736 (2188.1s)
CRC VERIFIED 7884800/10514736 (2189.3s)
CRC VERIFIED 7888896/10514736 (2190.5s)
CRC VERIFIED 7892992/10514736 (2191.8s)
CRC VERIFIED 7897088/10514736 (2193.0s)
CRC VERIFIED 7901184/10514736 (2194.2s)
CRC VERIFIED 7905280/10514736 (2195.5s)
CRC VERIFIED 7909376/10514736 (2196.7s)
CRC VERIFIED 7913472/10514736 (2197.9s)
CRC VERIFIED 7917568/10514736 (2199.1s)
CRC VERIFIED 7921664/10514736 (2200.3s)
CRC VERIFIED 7925760/10514736 (2201.5s)
CRC VERIFIED 7929856/10514736 (2202.7s)
CRC VERIFIED 7933952/10514736 (2203.9s)
CRC VERIFIED 7938048/10514736 (2205.2s)
CRC VERIFIED 7942144/10514736 (2206.4s)
CRC VERIFIED 7946240/10514736 (2207.6s)
CRC VERIFIED 7950336/10514736 (2208.8s)
CRC VERIFIED 7954432/10514736 (2210.0s)
CRC VERIFIED 7958528/10514736 (2211.2s)
CRC VERIFIED 7962624/10514736 (2212.5s)
CRC VERIFIED 7966720/10514736 (2213.7s)
CRC VERIFIED 7970816/10514736 (2214.9s)
CRC VERIFIED 7974912/10514736 (2216.1s)
CRC VERIFIED 7979008/10514736 (2217.3s)
CRC VERIFIED 7983104/10514736 (2218.5s)
CRC VERIFIED 7987200/10514736 (2219.7s)
CRC VERIFIED 7991296/10514736 (2220.9s)
CRC VERIFIED 7995392/10514736 (2222.1s)
CRC VERIFIED 7999488/10514736 (2223.4s)
CRC VERIFIED 8003584/10514736 (2224.6s)
CRC VERIFIED 8007680/10514736 (2225.8s)
CRC VERIFIED 8011776/10514736 (2227.0s)
CRC VERIFIED 8015872/10514736 (2228.2s)
CRC VERIFIED 8019968/10514736 (2229.4s)
CRC VERIFIED 8024064/10514736 (2230.6s)
CRC VERIFIED 8028160/10514736 (2231.8s)
CRC VERIFIED 8032256/10514736 (2233.0s)
CRC VERIFIED 8036352/10514736 (2234.2s)
CRC VERIFIED 8040448/10514736 (2235.4s)
CRC VERIFIED 8044544/10514736 (2236.6s)
CRC VERIFIED 8048640/10514736 (2237.8s)
CRC VERIFIED 8052736/10514736 (2239.0s)
CRC VERIFIED 8056832/10514736 (2240.2s)
CRC VERIFIED 8060928/10514736 (2241.5s)
CRC VERIFIED 8065024/10514736 (2242.7s)
CRC VERIFIED 8069120/10514736 (2243.8s)
CRC VERIFIED 8073216/10514736 (2244.7s)
CRC VERIFIED 8077312/10514736 (2245.5s)
CRC VERIFIED 8081408/10514736 (2246.3s)
CRC VERIFIED 8085504/10514736 (2247.2s)
CRC VERIFIED 8089600/10514736 (2248.2s)
CRC VERIFIED 8093696/10514736 (2249.4s)
CRC VERIFIED 8097792/10514736 (2250.4s)
CRC VERIFIED 8101888/10514736 (2251.6s)
CRC VERIFIED 8105984/10514736 (2252.8s)
CRC VERIFIED 8110080/10514736 (2254.0s)
CRC VERIFIED 8114176/10514736 (2255.2s)
CRC VERIFIED 8118272/10514736 (2256.5s)
CRC VERIFIED 8122368/10514736 (2257.5s)
CRC VERIFIED 8126464/10514736 (2258.5s)
CRC VERIFIED 8130560/10514736 (2259.8s)
CRC VERIFIED 8134656/10514736 (2261.0s)
CRC VERIFIED 8138752/10514736 (2262.0s)
CRC VERIFIED 8142848/10514736 (2263.2s)
CRC VERIFIED 8146944/10514736 (2264.5s)
CRC VERIFIED 8151040/10514736 (2265.7s)
CRC VERIFIED 8155136/10514736 (2266.9s)
CRC VERIFIED 8159232/10514736 (2268.2s)
CRC VERIFIED 8163328/10514736 (2269.3s)
CRC VERIFIED 8167424/10514736 (2270.6s)
CRC VERIFIED 8171520/10514736 (2271.8s)
CRC VERIFIED 8175616/10514736 (2273.0s)
CRC VERIFIED 8179712/10514736 (2274.2s)
CRC VERIFIED 8183808/10514736 (2275.5s)
CRC VERIFIED 8187904/10514736 (2276.7s)
CRC VERIFIED 8192000/10514736 (2278.0s)
CRC VERIFIED 8196096/10514736 (2279.2s)
CRC VERIFIED 8200192/10514736 (2280.4s)
CRC VERIFIED 8204288/10514736 (2281.7s)
CRC VERIFIED 8208384/10514736 (2282.9s)
CRC VERIFIED 8212480/10514736 (2284.1s)
CRC VERIFIED 8216576/10514736 (2285.3s)
CRC VERIFIED 8220672/10514736 (2286.6s)
CRC VERIFIED 8224768/10514736 (2287.8s)
CRC VERIFIED 8228864/10514736 (2289.0s)
CRC VERIFIED 8232960/10514736 (2290.2s)
CRC VERIFIED 8237056/10514736 (2291.5s)
CRC VERIFIED 8241152/10514736 (2292.7s)
CRC VERIFIED 8245248/10514736 (2293.9s)
CRC VERIFIED 8249344/10514736 (2295.1s)
CRC VERIFIED 8253440/10514736 (2296.4s)
CRC VERIFIED 8257536/10514736 (2297.6s)
CRC VERIFIED 8261632/10514736 (2298.8s)
CRC VERIFIED 8265728/10514736 (2300.0s)
CRC VERIFIED 8269824/10514736 (2301.3s)
CRC VERIFIED 8273920/10514736 (2302.5s)
CRC VERIFIED 8278016/10514736 (2303.7s)
CRC VERIFIED 8282112/10514736 (2305.0s)
CRC VERIFIED 8286208/10514736 (2306.2s)
CRC VERIFIED 8290304/10514736 (2307.5s)
CRC VERIFIED 8294400/10514736 (2308.7s)
CRC VERIFIED 8298496/10514736 (2309.9s)
CRC VERIFIED 8302592/10514736 (2311.1s)
CRC VERIFIED 8306688/10514736 (2312.4s)
CRC VERIFIED 8310784/10514736 (2313.6s)
CRC VERIFIED 8314880/10514736 (2314.8s)
CRC VERIFIED 8318976/10514736 (2316.0s)
CRC VERIFIED 8323072/10514736 (2317.3s)
CRC VERIFIED 8327168/10514736 (2318.5s)
CRC VERIFIED 8331264/10514736 (2319.7s)
CRC VERIFIED 8335360/10514736 (2321.0s)
CRC VERIFIED 8339456/10514736 (2322.2s)
CRC VERIFIED 8343552/10514736 (2323.4s)
CRC VERIFIED 8347648/10514736 (2324.7s)
CRC VERIFIED 8351744/10514736 (2325.9s)
CRC VERIFIED 8355840/10514736 (2327.1s)
CRC VERIFIED 8359936/10514736 (2328.3s)
CRC VERIFIED 8364032/10514736 (2329.6s)
CRC VERIFIED 8368128/10514736 (2330.8s)
CRC VERIFIED 8372224/10514736 (2332.0s)
CRC VERIFIED 8376320/10514736 (2333.2s)
CRC VERIFIED 8380416/10514736 (2334.4s)
CRC VERIFIED 8384512/10514736 (2335.6s)
CRC VERIFIED 8388608/10514736 (2336.9s)
CRC VERIFIED 8392704/10514736 (2338.1s)
CRC VERIFIED 8396800/10514736 (2339.3s)
CRC VERIFIED 8400896/10514736 (2340.6s)
CRC VERIFIED 8404992/10514736 (2341.8s)
CRC VERIFIED 8409088/10514736 (2343.0s)
CRC VERIFIED 8413184/10514736 (2344.3s)
CRC VERIFIED 8417280/10514736 (2345.5s)
CRC VERIFIED 8421376/10514736 (2346.7s)
CRC VERIFIED 8425472/10514736 (2348.0s)
CRC VERIFIED 8429568/10514736 (2349.2s)
CRC VERIFIED 8433664/10514736 (2350.4s)
CRC VERIFIED 8437760/10514736 (2351.6s)
CRC VERIFIED 8441856/10514736 (2352.9s)
CRC VERIFIED 8445952/10514736 (2354.1s)
CRC VERIFIED 8450048/10514736 (2355.3s)
CRC VERIFIED 8454144/10514736 (2356.5s)
CRC VERIFIED 8458240/10514736 (2357.8s)
CRC VERIFIED 8462336/10514736 (2359.0s)
CRC VERIFIED 8466432/10514736 (2360.2s)
CRC VERIFIED 8470528/10514736 (2361.4s)
CRC VERIFIED 8474624/10514736 (2362.7s)
CRC VERIFIED 8478720/10514736 (2363.9s)
CRC VERIFIED 8482816/10514736 (2365.1s)
CRC VERIFIED 8486912/10514736 (2366.4s)
CRC VERIFIED 8491008/10514736 (2367.6s)
CRC VERIFIED 8495104/10514736 (2368.8s)
CRC VERIFIED 8499200/10514736 (2370.1s)
CRC VERIFIED 8503296/10514736 (2371.3s)
CRC VERIFIED 8507392/10514736 (2372.5s)
CRC VERIFIED 8511488/10514736 (2373.8s)
CRC VERIFIED 8515584/10514736 (2375.0s)
CRC VERIFIED 8519680/10514736 (2376.2s)
CRC VERIFIED 8523776/10514736 (2377.5s)
CRC VERIFIED 8527872/10514736 (2378.7s)
CRC VERIFIED 8531968/10514736 (2380.0s)
CRC VERIFIED 8536064/10514736 (2381.2s)
CRC VERIFIED 8540160/10514736 (2382.4s)
CRC VERIFIED 8544256/10514736 (2383.6s)
CRC VERIFIED 8548352/10514736 (2384.8s)
CRC VERIFIED 8552448/10514736 (2386.1s)
CRC VERIFIED 8556544/10514736 (2387.3s)
CRC VERIFIED 8560640/10514736 (2388.5s)
CRC VERIFIED 8564736/10514736 (2389.8s)
CRC VERIFIED 8568832/10514736 (2391.0s)
CRC VERIFIED 8572928/10514736 (2392.2s)
CRC VERIFIED 8577024/10514736 (2393.5s)
CRC VERIFIED 8581120/10514736 (2394.7s)
CRC VERIFIED 8585216/10514736 (2395.9s)
CRC VERIFIED 8589312/10514736 (2397.2s)
CRC VERIFIED 8593408/10514736 (2398.4s)
CRC VERIFIED 8597504/10514736 (2399.6s)
CRC VERIFIED 8601600/10514736 (2400.9s)
CRC VERIFIED 8605696/10514736 (2402.1s)
CRC VERIFIED 8609792/10514736 (2403.3s)
CRC VERIFIED 8613888/10514736 (2404.6s)
CRC VERIFIED 8617984/10514736 (2405.8s)
CRC VERIFIED 8622080/10514736 (2407.0s)
CRC VERIFIED 8626176/10514736 (2408.2s)
CRC VERIFIED 8630272/10514736 (2409.5s)
CRC VERIFIED 8634368/10514736 (2410.7s)
CRC VERIFIED 8638464/10514736 (2411.9s)
CRC VERIFIED 8642560/10514736 (2413.1s)
CRC VERIFIED 8646656/10514736 (2414.4s)
CRC VERIFIED 8650752/10514736 (2415.6s)
CRC VERIFIED 8654848/10514736 (2416.8s)
CRC VERIFIED 8658944/10514736 (2418.0s)
CRC VERIFIED 8663040/10514736 (2419.3s)
CRC VERIFIED 8667136/10514736 (2420.5s)
CRC VERIFIED 8671232/10514736 (2421.7s)
CRC VERIFIED 8675328/10514736 (2422.9s)
CRC VERIFIED 8679424/10514736 (2424.2s)
CRC VERIFIED 8683520/10514736 (2425.4s)
CRC VERIFIED 8687616/10514736 (2426.6s)
CRC VERIFIED 8691712/10514736 (2427.9s)
CRC VERIFIED 8695808/10514736 (2429.1s)
CRC VERIFIED 8699904/10514736 (2430.3s)
CRC VERIFIED 8704000/10514736 (2431.6s)
CRC VERIFIED 8708096/10514736 (2432.8s)
CRC VERIFIED 8712192/10514736 (2434.0s)
CRC VERIFIED 8716288/10514736 (2435.2s)
CRC VERIFIED 8720384/10514736 (2436.5s)
CRC VERIFIED 8724480/10514736 (2437.7s)
CRC VERIFIED 8728576/10514736 (2438.9s)
CRC VERIFIED 8732672/10514736 (2440.2s)
CRC VERIFIED 8736768/10514736 (2441.4s)
CRC VERIFIED 8740864/10514736 (2442.6s)
CRC VERIFIED 8744960/10514736 (2443.8s)
CRC VERIFIED 8749056/10514736 (2445.1s)
CRC VERIFIED 8753152/10514736 (2446.3s)
CRC VERIFIED 8757248/10514736 (2447.6s)
CRC VERIFIED 8761344/10514736 (2448.8s)
CRC VERIFIED 8765440/10514736 (2450.0s)
CRC VERIFIED 8769536/10514736 (2451.2s)
CRC VERIFIED 8773632/10514736 (2452.5s)
CRC VERIFIED 8777728/10514736 (2453.8s)
CRC VERIFIED 8781824/10514736 (2455.0s)
CRC VERIFIED 8785920/10514736 (2456.2s)
CRC VERIFIED 8790016/10514736 (2457.4s)
CRC VERIFIED 8794112/10514736 (2458.6s)
CRC VERIFIED 8798208/10514736 (2459.9s)
CRC VERIFIED 8802304/10514736 (2461.1s)
CRC VERIFIED 8806400/10514736 (2462.3s)
CRC VERIFIED 8810496/10514736 (2463.6s)
CRC VERIFIED 8814592/10514736 (2464.8s)
CRC VERIFIED 8818688/10514736 (2466.0s)
CRC VERIFIED 8822784/10514736 (2467.2s)
CRC VERIFIED 8826880/10514736 (2468.5s)
CRC VERIFIED 8830976/10514736 (2469.7s)
CRC VERIFIED 8835072/10514736 (2470.9s)
CRC VERIFIED 8839168/10514736 (2472.2s)
CRC VERIFIED 8843264/10514736 (2473.4s)
CRC VERIFIED 8847360/10514736 (2474.6s)
CRC VERIFIED 8851456/10514736 (2475.8s)
CRC VERIFIED 8855552/10514736 (2477.1s)
CRC VERIFIED 8859648/10514736 (2478.3s)
CRC VERIFIED 8863744/10514736 (2479.5s)
CRC VERIFIED 8867840/10514736 (2480.8s)
CRC VERIFIED 8871936/10514736 (2482.0s)
CRC VERIFIED 8876032/10514736 (2483.2s)
CRC VERIFIED 8880128/10514736 (2484.4s)
CRC VERIFIED 8884224/10514736 (2485.7s)
CRC VERIFIED 8888320/10514736 (2486.9s)
CRC VERIFIED 8892416/10514736 (2488.1s)
CRC VERIFIED 8896512/10514736 (2489.4s)
CRC VERIFIED 8900608/10514736 (2490.6s)
CRC VERIFIED 8904704/10514736 (2491.8s)
CRC VERIFIED 8908800/10514736 (2493.1s)
CRC VERIFIED 8912896/10514736 (2494.3s)
CRC VERIFIED 8916992/10514736 (2495.5s)
CRC VERIFIED 8921088/10514736 (2496.7s)
CRC VERIFIED 8925184/10514736 (2498.0s)
CRC VERIFIED 8929280/10514736 (2499.2s)
CRC VERIFIED 8933376/10514736 (2500.4s)
CRC VERIFIED 8937472/10514736 (2501.7s)
CRC VERIFIED 8941568/10514736 (2502.9s)
CRC VERIFIED 8945664/10514736 (2504.1s)
CRC VERIFIED 8949760/10514736 (2505.3s)
CRC VERIFIED 8953856/10514736 (2506.6s)
