IMAGE 10514736 522047a5f8d6197ea0285227e581f3bce06e04ed23fb101af3dadc61b4f6fdd2
CRC VERIFIED 6746112/10514736 (1975.8s)
CRC VERIFIED 6750208/10514736 (1977.0s)
CRC VERIFIED 6754304/10514736 (1978.2s)
CRC VERIFIED 6758400/10514736 (1979.3s)
CRC VERIFIED 6762496/10514736 (1980.5s)
CRC VERIFIED 6766592/10514736 (1981.8s)
CRC VERIFIED 6770688/10514736 (1983.0s)
CRC VERIFIED 6774784/10514736 (1984.2s)
CRC VERIFIED 6778880/10514736 (1985.4s)
CRC VERIFIED 6782976/10514736 (1986.6s)
CRC VERIFIED 6787072/10514736 (1987.8s)
CRC VERIFIED 6791168/10514736 (1989.0s)
CRC VERIFIED 6795264/10514736 (1990.2s)
CRC VERIFIED 6799360/10514736 (1991.4s)
CRC VERIFIED 6803456/10514736 (1992.6s)
CRC VERIFIED 6807552/10514736 (1993.8s)
CRC VERIFIED 6811648/10514736 (1995.0s)
CRC VERIFIED 6815744/10514736 (1996.2s)
CRC VERIFIED 6819840/10514736 (1997.4s)
CRC VERIFIED 6823936/10514736 (1998.6s)
CRC VERIFIED 6828032/10514736 (1999.8s)
CRC VERIFIED 6832128/10514736 (2001.0s)
CRC VERIFIED 6836224/10514736 (2002.2s)
CRC VERIFIED 6840320/10514736 (2003.5s)
CRC VERIFIED 6844416/10514736 (2004.7s)
CRC VERIFIED 6848512/10514736 (2005.8s)
CRC VERIFIED 6852608/10514736 (2007.0s)
CRC VERIFIED 6856704/10514736 (2008.2s)
CRC VERIFIED 6860800/10514736 (2009.5s)
CRC VERIFIED 6864896/10514736 (2010.7s)
CRC VERIFIED 6868992/10514736 (2011.9s)
CRC VERIFIED 6873088/10514736 (2013.0s)
CRC VERIFIED 6877184/10514736 (2014.2s)
CRC VERIFIED 6881280/10514736 (2015.5s)
CRC VERIFIED 6885376/10514736 (2016.7s)
CRC VERIFIED 6889472/10514736 (2017.9s)
CRC VERIFIED 6893568/10514736 (2019.1s)
CRC VERIFIED 6897664/10514736 (2020.3s)
CRC VERIFIED 6901760/10514736 (2021.5s)
CRC VERIFIED 6905856/10514736 (2022.7s)
CRC VERIFIED 6909952/10514736 (2023.9s)
CRC VERIFIED 6914048/10514736 (2025.1s)
CRC VERIFIED 6918144/10514736 (2026.3s)
CRC VERIFIED 6922240/10514736 (2027.5s)
CRC VERIFIED 6926336/10514736 (2028.7s)
CRC VERIFIED 6930432/10514736 (2029.9s)
CRC VERIFIED 6934528/10514736 (2031.1s)
CRC VERIFIED 6938624/10514736 (2032.3s)
CRC VERIFIED 6942720/10514736 (2033.5s)
CRC VERIFIED 6946816/10514736 (2034.7s)
CRC VERIFIED 6950912/10514736 (2035.9s)
CRC VERIFIED 6955008/10514736 (2037.1s)
CRC VERIFIED 6959104/10514736 (2038.3s)
CRC VERIFIED 6963200/10514736 (2039.5s)
CRC VERIFIED 6967296/10514736 (2040.8s)
CRC VERIFIED 6971392/10514736 (2042.0s)
CRC VERIFIED 6975488/10514736 (2043.2s)
CRC VERIFIED 6979584/10514736 (2044.4s)
CRC VERIFIED 6983680/10514736 (2045.6s)
CRC VERIFIED 6987776/10514736 (2046.8s)
CRC VERIFIED 6991872/10514736 (2048.0s)
CRC VERIFIED 6995968/10514736 (2049.2s)
CRC VERIFIED 7000064/10514736 (2050.4s)
CRC VERIFIED 7004160/10514736 (2051.6s)
CRC VERIFIED 7008256/10514736 (2052.9s)
CRC VERIFIED 7012352/10514736 (2054.1s)
CRC VERIFIED 7016448/10514736 (2055.3s)
CRC VERIFIED 7020544/10514736 (2056.5s)
CRC VERIFIED 7024640/10514736 (2057.7s)
CRC VERIFIED 7028736/10514736 (2058.8s)
CRC VERIFIED 7032832/10514736 (2060.0s)
CRC VERIFIED 7036928/10514736 (2061.2s)
CRC VERIFIED 7041024/10514736 (2062.5s)
CRC VERIFIED 7045120/10514736 (2063.7s)
CRC VERIFIED 7049216/10514736 (2064.8s)
CRC VERIFIED 7053312/10514736 (2066.0s)
CRC VERIFIED 7057408/10514736 (2067.2s)
CRC VERIFIED 7061504/10514736 (2068.5s)
CRC VERIFIED 7065600/10514736 (2069.7s)
CRC VERIFIED 7069696/10514736 (2070.9s)
CRC VERIFIED 7073792/10514736 (2072.1s)
CRC VERIFIED 7077888/10514736 (2073.3s)
CRC VERIFIED 7081984/10514736 (2074.5s)
CRC VERIFIED 7086080/10514736 (2075.7s)
CRC VERIFIED 7090176/10514736 (2076.9s)
CRC VERIFIED 7094272/10514736 (2078.1s)
CRC VERIFIED 7098368/10514736 (2079.3s)
CRC VERIFIED 7102464/10514736 (2080.5s)
CRC VERIFIED 7106560/10514736 (2081.8s)
CRC VERIFIED 7110656/10514736 (2083.0s)
CRC VERIFIED 7114752/10514736 (2084.1s)
CRC VERIFIED 7118848/10514736 (2085.3s)
CRC VERIFIED 7122944/10514736 (2086.5s)
CRC VERIFIED 7127040/10514736 (2087.7s)
CRC VERIFIED 7131136/10514736 (2088.9s)
CRC VERIFIED 7135232/10514736 (2090.2s)
CRC VERIFIED 7139328/10514736 (2091.3s)
CRC VERIFIED 7143424/10514736 (2092.6s)
CRC VERIFIED 7147520/10514736 (2093.8s)
CRC VERIFIED 7151616/10514736 (2095.0s)
CRC VERIFIED 7155712/10514736 (2096.2s)
CRC VERIFIED 7159808/10514736 (2097.4s)
CRC VERIFIED 7163904/10514736 (2098.6s)
CRC VERIFIED 7168000/10514736 (2099.8s)
CRC VERIFIED 7172096/10514736 (2101.0s)
CRC VERIFIED 7176192/10514736 (2102.2s)
CRC VERIFIED 7180288/10514736 (2103.4s)
CRC VERIFIED 7184384/10514736 (2104.6s)
CRC VERIFIED 7188480/10514736 (2105.8s)
CRC VERIFIED 7192576/10514736 (2107.0s)
CRC VERIFIED 7196672/10514736 (2108.2s)
CRC VERIFIED 7200768/10514736 (2109.5s)
CRC VERIFIED 7204864/10514736 (2110.7s)
CRC VERIFIED 7208960/10514736 (2111.9s)
CRC VERIFIED 7213056/10514736 (2113.1s)
CRC VERIFIED 7217152/10514736 (2114.3s)
CRC VERIFIED 7221248/10514736 (2115.5s)
CRC VERIFIED 7225344/10514736 (2116.7s)
CRC VERIFIED 7229440/10514736 (2117.9s)
CRC VERIFIED 7233536/10514736 (2119.1s)
CRC VERIFIED 7237632/10514736 (2120.3s)
CRC VERIFIED 7241728/10514736 (2121.5s)
CRC VERIFIED 7245824/10514736 (2122.7s)
CRC VERIFIED 7249920/10514736 (2123.9s)
CRC VERIFIED 7254016/10514736 (2125.1s)
CRC VERIFIED 7258112/10514736 (2126.3s)
CRC VERIFIED 7262208/10514736 (2127.5s)
CRC VERIFIED 7266304/10514736 (2128.8s)
CRC VERIFIED 7270400/10514736 (2130.0s)
CRC VERIFIED 7274496/10514736 (2131.2s)
CRC VERIFIED 7278592/10514736 (2132.3s)
CRC VERIFIED 7282688/10514736 (2133.5s)
CRC VERIFIED 7286784/10514736 (2134.8s)
CRC VERIFIED 7290880/10514736 (2136.0s)
CRC VERIFIED 7294976/10514736 (2137.2s)
CRC VERIFIED 7299072/10514736 (2138.4s)
CRC VERIFIED 7303168/10514736 (2139.6s)
CRC VERIFIED 7307264/10514736 (2140.8s)
CRC VERIFIED 7311360/10514736 (2142.0s)
CRC VERIFIED 7315456/10514736 (2143.2s)
CRC VERIFIED 7319552/10514736 (2144.3s)
CRC VERIFIED 7323648/10514736 (2145.6s)
CRC VERIFIED 7327744/10514736 (2146.8s)
CRC VERIFIED 7331840/10514736 (2148.0s)
CRC VERIFIED 7335936/10514736 (2149.2s)
CRC VERIFIED 7340032/10514736 (2150.4s)
CRC VERIFIED 7344128/10514736 (2151.6s)
CRC VERIFIED 7348224/10514736 (2152.8s)
CRC VERIFIED 7352320/10514736 (2154.0s)
CRC VERIFIED 7356416/10514736 (2155.2s)
CRC VERIFIED 7360512/10514736 (2156.4s)
CRC VERIFIED 7364608/10514736 (2157.6s)
CRC VERIFIED 7368704/10514736 (2158.8s)
CRC VERIFIED 7372800/10514736 (2160.0s)
CRC VERIFIED 7376896/10514736 (2161.2s)
CRC VERIFIED 7380992/10514736 (2162.5s)
CRC VERIFIED 7385088/10514736 (2163.7s)
CRC VERIFIED 7389184/10514736 (2164.9s)
CRC VERIFIED 7393280/10514736 (2166.1s)
CRC VERIFIED 7397376/10514736 (2167.3s)
CRC VERIFIED 7401472/10514736 (2168.5s)
CRC VERIFIED 7405568/10514736 (2169.7s)
CRC VERIFIED 7409664/10514736 (2170.9s)
CRC VERIFIED 7413760/10514736 (2172.1s)
CRC VERIFIED 7417856/10514736 (2173.3s)
CRC VERIFIED 7421952/10514736 (2174.5s)
CRC VERIFIED 7426048/10514736 (2175.7s)
CRC VERIFIED 7430144/10514736 (2176.9s)
CRC VERIFIED 7434240/10514736 (2178.1s)
CRC VERIFIED 7438336/10514736 (2179.3s)
CRC VERIFIED 7442432/10514736 (2180.5s)
CRC VERIFIED 7446528/10514736 (2181.7s)
CRC VERIFIED 7450624/10514736 (2183.0s)
CRC VERIFIED 7454720/10514736 (2184.2s)
CRC VERIFIED 7458816/10514736 (2185.4s)
CRC VERIFIED 7462912/10514736 (2186.6s)
CRC VERIFIED 7467008/10514736 (2187.8s)
CRC VERIFIED 7471104/10514736 (2189.0s)
CRC VERIFIED 7475200/10514736 (2190.2s)
CRC VERIFIED 7479296/10514736 (2191.4s)
CRC VERIFIED 7483392/10514736 (2192.6s)
CRC VERIFIED 7487488/10514736 (2193.8s)
CRC VERIFIED 7491584/10514736 (2194.5s)
CRC VERIFIED 7495680/10514736 (2194.6s)
CRC VERIFIED 7499776/10514736 (2195.2s)
CRC VERIFIED 7503872/10514736 (2196.4s)
CRC VERIFIED 7507968/10514736 (2197.6s)
CRC VERIFIED 7512064/10514736 (2198.8s)
CRC VERIFIED 7516160/10514736 (2200.0s)
CRC VERIFIED 7520256/10514736 (2201.2s)
CRC VERIFIED 7524352/10514736 (2202.5s)
CRC VERIFIED 7528448/10514736 (2203.7s)
CRC VERIFIED 7532544/10514736 (2204.9s)
CRC VERIFIED 7536640/10514736 (2206.1s)
CRC VERIFIED 7540736/10514736 (2207.3s)
CRC VERIFIED 7544832/10514736 (2208.5s)
CRC VERIFIED 7548928/10514736 (2209.7s)
CRC VERIFIED 7553024/10514736 (2210.9s)
CRC VERIFIED 7557120/10514736 (2212.1s)
CRC VERIFIED 7561216/10514736 (2213.3s)
CRC VERIFIED 7565312/10514736 (2214.5s)
CRC VERIFIED 7569408/10514736 (2215.7s)
CRC VERIFIED 7573504/10514736 (2216.9s)
CRC VERIFIED 7577600/10514736 (2218.1s)
CRC VERIFIED 7581696/10514736 (2219.3s)
CRC VERIFIED 7585792/10514736 (2220.5s)
CRC VERIFIED 7589888/10514736 (2221.7s)
CRC VERIFIED 7593984/10514736 (2222.9s)
CRC VERIFIED 7598080/10514736 (2224.1s)
CRC VERIFIED 7602176/10514736 (2225.3s)
CRC VERIFIED 7606272/10514736 (2226.5s)
CRC VERIFIED 7610368/10514736 (2227.8s)
CRC VERIFIED 7614464/10514736 (2229.0s)
CRC VERIFIED 7618560/10514736 (2230.2s)
CRC VERIFIED 7622656/10514736 (2231.4s)
CRC VERIFIED 7626752/10514736 (2232.6s)
CRC VERIFIED 7630848/10514736 (2233.8s)
CRC VERIFIED 7634944/10514736 (2235.0s)
CRC VERIFIED 7639040/10514736 (2236.2s)
CRC VERIFIED 7643136/10514736 (2237.4s)
CRC VERIFIED 7647232/10514736 (2238.6s)
CRC VERIFIED 7651328/10514736 (2239.8s)
CRC VERIFIED 7655424/10514736 (2241.0s)
CRC VERIFIED 7659520/10514736 (2242.2s)
CRC VERIFIED 7663616/10514736 (2243.4s)
CRC VERIFIED 7667712/10514736 (2244.6s)
CRC VERIFIED 7671808/10514736 (2245.8s)
CRC VERIFIED 7675904/10514736 (2247.0s)
CRC VERIFIED 7680000/10514736 (2248.2s)
CRC VERIFIED 7684096/10514736 (2249.5s)
CRC VERIFIED 7688192/10514736 (2250.7s)
CRC VERIFIED 7692288/10514736 (2251.9s)
CRC VERIFIED 7696384/10514736 (2253.1s)
CRC VERIFIED 7700480/10514736 (2254.3s)
CRC VERIFIED 7704576/10514736 (2255.5s)
CRC VERIFIED 7708672/10514736 (2256.7s)
CRC VERIFIED 7712768/10514736 (2257.9s)
CRC VERIFIED 7716864/10514736 (2259.1s)
CRC VERIFIED 7720960/10514736 (2260.3s)
CRC VERIFIED 7725056/10514736 (2261.5s)
CRC VERIFIED 7729152/10514736 (2262.7s)
CRC VERIFIED 7733248/10514736 (2263.9s)
CRC VERIFIED 7737344/10514736 (2265.2s)
CRC VERIFIED 7741440/10514736 (2266.3s)
CRC VERIFIED 7745536/10514736 (2267.6s)
CRC VERIFIED 7749632/10514736 (2268.8s)
CRC VERIFIED 7753728/10514736 (2270.0s)
CRC VERIFIED 7757824/10514736 (2271.2s)
CRC VERIFIED 7761920/10514736 (2272.4s)
CRC VERIFIED 7766016/10514736 (2273.6s)
CRC VERIFIED 7770112/10514736 (2274.8s)
CRC VERIFIED 7774208/10514736 (2276.0s)
CRC VERIFIED 7778304/10514736 (2277.2s)
CRC VERIFIED 7782400/10514736 (2278.4s)
CRC VERIFIED 7786496/10514736 (2279.6s)
CRC VERIFIED 7790592/10514736 (2280.8s)
CRC VERIFIED 7794688/10514736 (2282.0s)
CRC VERIFIED 7798784/10514736 (2283.2s)
CRC VERIFIED 7802880/10514736 (2284.4s)
CRC VERIFIED 7806976/10514736 (2285.6s)
CRC VERIFIED 7811072/10514736 (2286.8s)
CRC VERIFIED 7815168/10514736 (2288.0s)
CRC VERIFIED 7819264/10514736 (2289.2s)
CRC VERIFIED 7823360/10514736 (2290.5s)
CRC VERIFIED 7827456/10514736 (2291.7s)
CRC VERIFIED 7831552/10514736 (2292.9s)
CRC VERIFIED 7835648/10514736 (2294.1s)
CRC VERIFIED 7839744/10514736 (2295.3s)
CRC VERIFIED 7843840/10514736 (2296.5s)
CRC VERIFIED 7847936/10514736 (2297.7s)
CRC VERIFIED 7852032/10514736 (2298.9s)
CRC VERIFIED 7856128/10514736 (2300.1s)
CRC VERIFIED 7860224/10514736 (2301.3s)
CRC VERIFIED 7864320/10514736 (2302.5s)
CRC VERIFIED 7868416/10514736 (2303.8s)
CRC VERIFIED 7872512/10514736 (2304.9s)
CRC VERIFIED 7876608/10514736 (2306.2s)
CRC VERIFIED 7880704/10514736 (2307.4s)
CRC VERIFIED 7884800/10514736 (2308.6s)
CRC VERIFIED 7888896/10514736 (2309.8s)
CRC VERIFIED 7892992/10514736 (2311.0s)
CRC VERIFIED 7897088/10514736 (2312.2s)
CRC VERIFIED 7901184/10514736 (2313.4s)
CRC VERIFIED 7905280/10514736 (2314.7s)
CRC VERIFIED 7909376/10514736 (2315.9s)
CRC VERIFIED 7913472/10514736 (2317.1s)
CRC VERIFIED 7917568/10514736 (2318.3s)
CRC VERIFIED 7921664/10514736 (2319.5s)
CRC VERIFIED 7925760/10514736 (2320.7s)
CRC VERIFIED 7929856/10514736 (2321.9s)
CRC VERIFIED 7933952/10514736 (2323.1s)
CRC VERIFIED 7938048/10514736 (2324.3s)
CRC VERIFIED 7942144/10514736 (2325.5s)
CRC VERIFIED 7946240/10514736 (2326.7s)
CRC VERIFIED 7950336/10514736 (2327.9s)
CRC VERIFIED 7954432/10514736 (2329.1s)
CRC VERIFIED 7958528/10514736 (2330.3s)
CRC VERIFIED 7962624/10514736 (2331.5s)
CRC VERIFIED 7966720/10514736 (2332.8s)
CRC VERIFIED 7970816/10514736 (2333.9s)
CRC VERIFIED 7974912/10514736 (2335.1s)
CRC VERIFIED 7979008/10514736 (2336.3s)
CRC VERIFIED 7983104/10514736 (2337.5s)
CRC VERIFIED 7987200/10514736 (2338.8s)
CRC VERIFIED 7991296/10514736 (2340.0s)
CRC VERIFIED 7995392/10514736 (2341.2s)
CRC VERIFIED 7999488/10514736 (2342.4s)
CRC VERIFIED 8003584/10514736 (2343.6s)
CRC VERIFIED 8007680/10514736 (2344.8s)
CRC VERIFIED 8011776/10514736 (2346.0s)
CRC VERIFIED 8015872/10514736 (2347.2s)
CRC VERIFIED 8019968/10514736 (2348.4s)
CRC VERIFIED 8024064/10514736 (2349.6s)
CRC VERIFIED 8028160/10514736 (2350.8s)
CRC VERIFIED 8032256/10514736 (2352.0s)
CRC VERIFIED 8036352/10514736 (2353.2s)
CRC VERIFIED 8040448/10514736 (2354.4s)
CRC VERIFIED 8044544/10514736 (2355.7s)
CRC VERIFIED 8048640/10514736 (2356.9s)
CRC VERIFIED 8052736/10514736 (2358.1s)
CRC VERIFIED 8056832/10514736 (2359.3s)
CRC VERIFIED 8060928/10514736 (2360.5s)
CRC VERIFIED 8065024/10514736 (2361.7s)
CRC VERIFIED 8069120/10514736 (2362.8s)
CRC VERIFIED 8073216/10514736 (2363.7s)
CRC VERIFIED 8077312/10514736 (2364.5s)
CRC VERIFIED 8081408/10514736 (2365.3s)
CRC VERIFIED 8085504/10514736 (2366.2s)
CRC VERIFIED 8089600/10514736 (2367.2s)
CRC VERIFIED 8093696/10514736 (2368.4s)
CRC VERIFIED 8097792/10514736 (2369.4s)
CRC VERIFIED 8101888/10514736 (2370.6s)
CRC VERIFIED 8105984/10514736 (2371.8s)
CRC VERIFIED 8110080/10514736 (2373.0s)
CRC VERIFIED 8114176/10514736 (2374.2s)
CRC VERIFIED 8118272/10514736 (2375.4s)
CRC VERIFIED 8122368/10514736 (2376.5s)
CRC VERIFIED 8126464/10514736 (2377.5s)
CRC VERIFIED 8130560/10514736 (2378.7s)
CRC VERIFIED 8134656/10514736 (2379.9s)
CRC VERIFIED 8138752/10514736 (2380.9s)
CRC VERIFIED 8142848/10514736 (2382.1s)
CRC VERIFIED 8146944/10514736 (2383.3s)
CRC VERIFIED 8151040/10514736 (2384.5s)
CRC VERIFIED 8155136/10514736 (2385.7s)
CRC VERIFIED 8159232/10514736 (2386.9s)
CRC VERIFIED 8163328/10514736 (2388.1s)
CRC VERIFIED 8167424/10514736 (2389.3s)
CRC VERIFIED 8171520/10514736 (2390.5s)
CRC VERIFIED 8175616/10514736 (2391.7s)
CRC VERIFIED 8179712/10514736 (2392.9s)
CRC VERIFIED 8183808/10514736 (2394.1s)
CRC VERIFIED 8187904/10514736 (2395.3s)
CRC VERIFIED 8192000/10514736 (2396.5s)
CRC VERIFIED 8196096/10514736 (2397.7s)
CRC VERIFIED 8200192/10514736 (2398.9s)
CRC VERIFIED 8204288/10514736 (2400.1s)
CRC VERIFIED 8208384/10514736 (2401.3s)
CRC VERIFIED 8212480/10514736 (2402.5s)
CRC VERIFIED 8216576/10514736 (2403.7s)
CRC VERIFIED 8220672/10514736 (2405.0s)
CRC VERIFIED 8224768/10514736 (2406.2s)
CRC VERIFIED 8228864/10514736 (2407.4s)
CRC VERIFIED 8232960/10514736 (2408.6s)
CRC VERIFIED 8237056/10514736 (2409.8s)
CRC VERIFIED 8241152/10514736 (2411.0s)
CRC VERIFIED 8245248/10514736 (2412.2s)
CRC VERIFIED 8249344/10514736 (2413.4s)
CRC VERIFIED 8253440/10514736 (2414.6s)
CRC VERIFIED 8257536/10514736 (2415.8s)
CRC VERIFIED 8261632/10514736 (2417.0s)
CRC VERIFIED 8265728/10514736 (2418.2s)
CRC VERIFIED 8269824/10514736 (2419.4s)
CRC VERIFIED 8273920/10514736 (2420.7s)
CRC VERIFIED 8278016/10514736 (2421.9s)
CRC VERIFIED 8282112/10514736 (2423.1s)
CRC VERIFIED 8286208/10514736 (2424.3s)
CRC VERIFIED 8290304/10514736 (2425.5s)
CRC VERIFIED 8294400/10514736 (2426.7s)
CRC VERIFIED 8298496/10514736 (2427.9s)
CRC VERIFIED 8302592/10514736 (2429.1s)
CRC VERIFIED 8306688/10514736 (2430.3s)
CRC VERIFIED 8310784/10514736 (2431.5s)
CRC VERIFIED 8314880/10514736 (2432.7s)
CRC VERIFIED 8318976/10514736 (2433.9s)
CRC VERIFIED 8323072/10514736 (2435.1s)
CRC VERIFIED 8327168/10514736 (2436.3s)
CRC VERIFIED 8331264/10514736 (2437.5s)
CRC VERIFIED 8335360/10514736 (2438.7s)
CRC VERIFIED 8339456/10514736 (2439.9s)
CRC VERIFIED 8343552/10514736 (2441.1s)
CRC VERIFIED 8347648/10514736 (2442.3s)
CRC VERIFIED 8351744/10514736 (2443.5s)
CRC VERIFIED 8355840/10514736 (2444.7s)
CRC VERIFIED 8359936/10514736 (2445.9s)
CRC VERIFIED 8364032/10514736 (2447.1s)
CRC VERIFIED 8368128/10514736 (2448.3s)
CRC VERIFIED 8372224/10514736 (2449.5s)
CRC VERIFIED 8376320/10514736 (2450.7s)
CRC VERIFIED 8380416/10514736 (2451.9s)
CRC VERIFIED 8384512/10514736 (2453.1s)
CRC VERIFIED 8388608/10514736 (2454.3s)
CRC VERIFIED 8392704/10514736 (2455.5s)
CRC VERIFIED 8396800/10514736 (2456.7s)
CRC VERIFIED 8400896/10514736 (2457.9s)
CRC VERIFIED 8404992/10514736 (2459.1s)
CRC VERIFIED 8409088/10514736 (2460.3s)
CRC VERIFIED 8413184/10514736 (2461.5s)
CRC VERIFIED 8417280/10514736 (2462.7s)
CRC VERIFIED 8421376/10514736 (2463.9s)
CRC VERIFIED 8425472/10514736 (2465.1s)
CRC VERIFIED 8429568/10514736 (2466.3s)
CRC VERIFIED 8433664/10514736 (2467.5s)
CRC VERIFIED 8437760/10514736 (2468.8s)
CRC VERIFIED 8441856/10514736 (2470.0s)
CRC VERIFIED 8445952/10514736 (2471.2s)
CRC VERIFIED 8450048/10514736 (2472.4s)
CRC VERIFIED 8454144/10514736 (2473.6s)
CRC VERIFIED 8458240/10514736 (2474.8s)
CRC VERIFIED 8462336/10514736 (2476.0s)
CRC VERIFIED 8466432/10514736 (2477.1s)
CRC VERIFIED 8470528/10514736 (2478.3s)
CRC VERIFIED 8474624/10514736 (2479.5s)
CRC VERIFIED 8478720/10514736 (2480.7s)
CRC VERIFIED 8482816/10514736 (2481.9s)
CRC VERIFIED 8486912/10514736 (2483.2s)
CRC VERIFIED 8491008/10514736 (2484.4s)
CRC VERIFIED 8495104/10514736 (2485.6s)
CRC VERIFIED 8499200/10514736 (2486.8s)
CRC VERIFIED 8503296/10514736 (2488.0s)
CRC VERIFIED 8507392/10514736 (2489.2s)
CRC VERIFIED 8511488/10514736 (2490.4s)
CRC VERIFIED 8515584/10514736 (2491.6s)
CRC VERIFIED 8519680/10514736 (2492.8s)
CRC VERIFIED 8523776/10514736 (2494.0s)
CRC VERIFIED 8527872/10514736 (2495.2s)
CRC VERIFIED 8531968/10514736 (2496.4s)
CRC VERIFIED 8536064/10514736 (2497.6s)
CRC VERIFIED 8540160/10514736 (2498.8s)
CRC VERIFIED 8544256/10514736 (2500.0s)
CRC VERIFIED 8548352/10514736 (2501.2s)
CRC VERIFIED 8552448/10514736 (2502.4s)
CRC VERIFIED 8556544/10514736 (2503.6s)
CRC VERIFIED 8560640/10514736 (2504.8s)
CRC VERIFIED 8564736/10514736 (2506.0s)
CRC VERIFIED 8568832/10514736 (2507.3s)
CRC VERIFIED 8572928/10514736 (2508.5s)
CRC VERIFIED 8577024/10514736 (2509.7s)
CRC VERIFIED 8581120/10514736 (2510.9s)
CRC VERIFIED 8585216/10514736 (2512.1s)
CRC VERIFIED 8589312/10514736 (2513.3s)
CRC VERIFIED 8593408/10514736 (2514.5s)
CRC VERIFIED 8597504/10514736 (2515.7s)
CRC VERIFIED 8601600/10514736 (2516.9s)
CRC VERIFIED 8605696/10514736 (2518.1s)
CRC VERIFIED 8609792/10514736 (2519.3s)
CRC VERIFIED 8613888/10514736 (2520.5s)
CRC VERIFIED 8617984/10514736 (2521.8s)
CRC VERIFIED 8622080/10514736 (2523.0s)
CRC VERIFIED 8626176/10514736 (2524.2s)
CRC VERIFIED 8630272/10514736 (2525.4s)
CRC VERIFIED 8634368/10514736 (2526.6s)
CRC VERIFIED 8638464/10514736 (2527.8s)
CRC VERIFIED 8642560/10514736 (2529.0s)
CRC VERIFIED 8646656/10514736 (2530.2s)
CRC VERIFIED 8650752/10514736 (2531.4s)
CRC VERIFIED 8654848/10514736 (2532.6s)
CRC VERIFIED 8658944/10514736 (2533.8s)
CRC VERIFIED 8663040/10514736 (2535.0s)
CRC VERIFIED 8667136/10514736 (2536.2s)
CRC VERIFIED 8671232/10514736 (2537.5s)
CRC VERIFIED 8675328/10514736 (2538.7s)
CRC VERIFIED 8679424/10514736 (2539.9s)
CRC VERIFIED 8683520/10514736 (2541.1s)
CRC VERIFIED 8687616/10514736 (2542.3s)
CRC VERIFIED 8691712/10514736 (2543.5s)
CRC VERIFIED 8695808/10514736 (2544.7s)
CRC VERIFIED 8699904/10514736 (2545.9s)
CRC VERIFIED 8704000/10514736 (2547.1s)
CRC VERIFIED 8708096/10514736 (2548.4s)
CRC VERIFIED 8712192/10514736 (2549.7s)
CRC VERIFIED 8716288/10514736 (2551.0s)
CRC VERIFIED 8720384/10514736 (2552.2s)
CRC VERIFIED 8724480/10514736 (2553.5s)
CRC VERIFIED 8728576/10514736 (2554.8s)
CRC VERIFIED 8732672/10514736 (2556.0s)
CRC VERIFIED 8736768/10514736 (2557.2s)
CRC VERIFIED 8740864/10514736 (2558.5s)
CRC VERIFIED 8744960/10514736 (2559.8s)
CRC VERIFIED 8749056/10514736 (2561.0s)
CRC VERIFIED 8753152/10514736 (2562.2s)
CRC VERIFIED 8757248/10514736 (2563.4s)
CRC VERIFIED 8761344/10514736 (2564.6s)
CRC VERIFIED 8765440/10514736 (2565.8s)
CRC VERIFIED 8769536/10514736 (2567.0s)
CRC VERIFIED 8773632/10514736 (2568.2s)
CRC VERIFIED 8777728/10514736 (2569.5s)
CRC VERIFIED 8781824/10514736 (2570.7s)
CRC VERIFIED 8785920/10514736 (2571.8s)
CRC VERIFIED 8790016/10514736 (2573.1s)
CRC VERIFIED 8794112/10514736 (2574.3s)
CRC VERIFIED 8798208/10514736 (2575.5s)
CRC VERIFIED 8802304/10514736 (2576.6s)
CRC VERIFIED 8806400/10514736 (2577.8s)
CRC VERIFIED 8810496/10514736 (2579.0s)
CRC VERIFIED 8814592/10514736 (2580.2s)
CRC VERIFIED 8818688/10514736 (2581.4s)
CRC VERIFIED 8822784/10514736 (2582.6s)
CRC VERIFIED 8826880/10514736 (2583.8s)
CRC VERIFIED 8830976/10514736 (2585.0s)
CRC VERIFIED 8835072/10514736 (2586.3s)
CRC VERIFIED 8839168/10514736 (2587.5s)
CRC VERIFIED 8843264/10514736 (2588.7s)
CRC VERIFIED 8847360/10514736 (2589.9s)
CRC VERIFIED 8851456/10514736 (2591.1s)
CRC VERIFIED 8855552/10514736 (2592.2s)
CRC VERIFIED 8859648/10514736 (2593.5s)
CRC VERIFIED 8863744/10514736 (2594.7s)
CRC VERIFIED 8867840/10514736 (2595.9s)
CRC VERIFIED 8871936/10514736 (2597.0s)
CRC VERIFIED 8876032/10514736 (2598.3s)
CRC VERIFIED 8880128/10514736 (2599.5s)
CRC VERIFIED 8884224/10514736 (2600.7s)
CRC VERIFIED 8888320/10514736 (2601.9s)
CRC VERIFIED 8892416/10514736 (2603.1s)
CRC VERIFIED 8896512/10514736 (2604.3s)
CRC VERIFIED 8900608/10514736 (2605.5s)
CRC VERIFIED 8904704/10514736 (2606.7s)
CRC VERIFIED 8908800/10514736 (2607.9s)
CRC VERIFIED 8912896/10514736 (2609.1s)
CRC VERIFIED 8916992/10514736 (2610.3s)
CRC VERIFIED 8921088/10514736 (2611.5s)
CRC VERIFIED 8925184/10514736 (2612.7s)
CRC VERIFIED 8929280/10514736 (2613.9s)
CRC VERIFIED 8933376/10514736 (2615.1s)
CRC VERIFIED 8937472/10514736 (2616.3s)
